algorithm,test1_mean,test1_std,test2_mean,test2_std,test3_mean,test3_std
DWM (ours),0.7025960286458334,0.12435875765816637,0.6197916666666666,0.02323030796868115,0.52392578125,0.09447989842398898
DWM_WO_CAUSAL_LOSS,0.6573893229166666,0.09052460908788688,0.6191948784722222,0.13077010298595168,0.5199381510416666,0.04966586843698285
DWM_WO_REWARD,0.6712239583333334,0.15847953542231255,0.5910915798611112,0.1685173545039541,0.560302734375,0.2197477203355051
